,link_fixing_commit,os,days_needed_to_remove_min,days_needed_to_remove_max,introducing_commit_id_first,introducing_commit_id_last,fixing_commit_id,commiter_fixing_date,releases_pre_fixing_commit,issues_pre_fixing_commit,open_issues_pre_fixing_commit,closed_issues_pre_fixing_commit,mean_code_frequency_addition,median_code_frequency_addition,mean_code_frequency_deletion,median_code_frequency_deletion,patch_total_modifications,patch_total_deletions,patch_total_additions,Main Language,LOC,Contributors,age_pre_fixing
99,https://github.com/WhisperSystems/Signal-Android/commit/7a023b9fdcce34f2d03bb3e1934f7416c2f5d6aa,android,18,722,2f39283da,7bf7acb1f,7a023b9fd,2015-03-19T18:19:53Z,77,2713,0,2713,5000.805085,1090,4346.610169,437,50,20,30,Java,71314,29,1187
100,https://github.com/k9mail/k-9//commit/6334ae05ccabd3213bd0ca55a382c3c0cd40d1bb,android,0,0,130b33bb3,130b33bb3,6334ae05c,2011-03-31T12:47:27Z,173,8,0,8,2489.812641,400,2200.17833,198,2,1,1,Java,58769,7,886
101,https://github.com/WhisperSystems/Signal-Android/commit/ac4db414355bb601d2ac746d7073485c6ad6d83c,android,47,181,53da1f849,0a61534e0,ac4db4143,2015-02-11T20:50:19Z,66,2445,0,2445,4939.751037,1131,4357.319502,440,101,37,64,Java,76644,29,1151
102,https://github.com/tasks/tasks/commit/8a247fce08f8fa3efbbf9db174ed3354f2535e5d,android,4,30,4cda12b55,68134b94e,8a247fce0,2010-05-06T05:49:52Z,0,0,0,0,5918.357143,506.5,5823.961224,312,565,153,412,Java,10678,1,501
103,https://github.com/ukanth/afwall/commit/ef6c28e1f472d0f0b48e0d539b5c9e59128ab5cc,android,2,964,9b9cc373,218e3807,ef6c28e1,2016-02-26T12:43:19Z,35,499,43,456,501.6684492,11,327.342246,5,62,21,41,Java,31297,11,1223
104,https://github.com/tasks/tasks/commit/3497e9d84d861fc9083c6b1fe2b57d7e1e6b9e7d,android,45,98,26c2d3c49,2c07691fc,3497e9d84,2011-08-23T06:23:19Z,38,0,0,0,4431.936019,399,4900.263033,282.5,8,6,2,Java,149275,18,975
105,https://github.com/siacs/Conversations/commit/f5019ba96647bd1c33153e6e9099d21dcf47bfa7,android,0,254,14a171b0,cb4069f0,f5019ba9,2014-10-15T20:08:13Z,28,553,6,547,1024.868217,445.5,611.872093,165,264,197,67,Java,23031,34,269
106,https://github.com/colloquy/colloquy/commit/9396d9fdd531b64a48ff56498af93f19bb720d81,ios,0,0,f2f02da2,f2f02da2,9396d9fd,2004-09-17T03:05:18Z,0,0,0,0,1676.404337,13.5,1455.590561,6,2,1,1,Objective-C,28820,1,572
107,https://github.com/colloquy/colloquy/commit/52f197f19e8206d2ec69fa4a7edeb7e46da71b0c,ios,206,206,8fb1e15a,8fb1e15a,52f197f1,2003-09-17T22:19:29Z,0,0,0,0,1689.77512,22.5,1481.836124,14,2,1,1,Objective-C,19581,1,206
108,https://github.com/mozilla-mobile/firefox-ios/commit/4fd4f17583b3bb151fad2de2e31c326d33b66b3c,ios,299,425,c02255251,655f7a845,4fd4f1758,2016-06-08T20:18:11Z,44,1896,0,1896,5892.837209,815,10656.99419,502,11,4,7,Swift,415114,67,584
